FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt),bh3
51,0,0,49.51,33.33,43.88,29.29,20.00,23.23,28.57,19.59,40.20,61.39,1800,1800,1800,1800,2400,2400,2400,2650,86.90,6400,99.00,852,60,44.70,1992,3.862
53,0,0,33.00,34.48,44.21,33.67,28.28,26.80,25.00,23.00,38.61,56.57,1800,1800,1800,1800,2450,2450,2450,2750,89.90,6400,99.00,852,60,44.70,1992,3.861
74,0,0,49.53,49.36,58.33,52.48,49.00,42.11,21.74,21.00,61.62,86.17,1700,1700,1700,1700,2450,2450,2450,2850,90.70,6400,98.00,852,60,44.70,1992,3.861
78,0,0,49.51,50.76,60.42,56.99,53.54,56.38,20.59,10.00,66.67,83.65,1800,1800,1800,1800,2450,2450,2450,2850,91.50,5500,99.00,800,60,44.70,2144,3.861
67,1,0,49.50,49.55,60.87,55.32,57.29,55.79,24.24,14.29,55.79,73.00,2000,2000,2000,2000,2450,2450,2450,2750,92.50,5500,99.00,800,60,44.70,2144,3.861
46,0,0,66.01,41.73,54.26,46.32,44.33,45.00,25.00,19.39,41.18,58.42,1700,1700,1700,1700,2450,2450,2450,2750,88.80,6400,99.00,852,60,44.70,2144,3.844
43,0,0,41.25,42.98,55.21,42.71,46.08,38.71,34.65,30.00,37.37,61.00,1400,1400,1400,1400,2450,2450,2450,2850,89.00,5500,99.00,800,60,45.60,2144,3.844
49,0,0,57.75,39.43,46.67,38.78,30.11,32.98,31.58,22.83,41.41,66.67,1300,1300,1300,1300,1500,1500,1500,1700,88.00,6400,97.00,852,59,45.60,2144,3.844
53,0,0,41.27,41.96,50.00,36.56,30.53,29.79,32.63,28.57,45.36,80.81,2000,2000,2000,2000,2450,2450,2450,2750,89.20,6400,98.00,852,59,45.60,2144,3.849
57,0,0,24.79,48.61,55.32,45.00,42.42,43.56,38.61,33.00,55.00,77.00,1800,1800,1800,1800,2100,2100,2100,2300,90.40,6400,99.00,852,59,45.60,2148,3.849
67,0,0,41.27,47.11,57.14,39.56,38.14,38.54,37.11,34.34,55.67,74.75,1400,1400,1400,1400,2450,2450,2450,2750,90.50,5500,99.00,852,59,45.60,2148,3.849
50,1,0,74.28,37.06,46.74,33.33,32.99,32.98,28.57,24.49,41.00,60.42,2000,2000,2000,2000,2100,2100,2100,2300,89.10,6400,94.00,852,59,45.60,2148,3.849
52,0,0,24.77,40.77,50.54,44.68,41.94,39.80,20.62,13.13,51.00,64.29,2000,2000,2000,2000,2400,2400,2400,2650,88.60,6400,99.00,852,59,45.60,1984,3.873
59,0,0,24.77,45.20,57.29,54.08,51.61,51.55,15.15,6.12,56.57,67.96,2000,2000,2000,2000,2200,2200,2200,2550,89.20,6400,99.00,852,59,45.60,1984,3.873
55,1,1,82.52,39.52,49.47,40.40,40.78,35.42,21.88,19.61,47.57,62.24,1100,1100,1100,1100,2450,2450,2450,2850,88.90,6400,89.00,852,59,45.60,1984,3.873
61,0,0,24.77,41.25,53.85,37.50,38.54,36.17,30.53,28.00,46.46,59.18,1600,1600,1600,1600,2400,2400,2400,2650,89.40,6400,99.00,852,59,45.60,2133,3.877
69,0,0,49.49,47.57,55.91,45.26,46.39,42.27,35.00,34.00,50.98,70.30,1600,1600,1600,1600,2450,2450,2450,2850,94.30,5500,99.00,800,59,45.60,2133,3.877
76,0,0,41.26,49.94,60.82,45.83,41.49,42.27,38.14,35.35,56.57,76.24,1500,1500,1500,1500,2450,2450,2450,2850,94.30,5500,99.00,800,59,45.60,2133,3.877
67,0,0,49.53,41.39,51.06,35.79,32.99,33.68,30.77,28.42,51.02,66.67,2000,2000,2000,2000,2450,2450,2450,2850,93.50,5500,99.00,800,59,45.60,2085,3.877
58,0,0,66.00,47.35,52.04,53.54,46.94,57.14,39.62,28.42,44.55,57.14,1600,1600,1600,1600,2450,2450,2450,2750,93.20,5500,99.00,800,59,45.60,2085,3.85
63,0,0,49.52,45.88,56.25,47.42,45.19,40.82,33.68,29.59,49.00,64.36,1500,1500,1500,1500,2450,2450,2450,2850,92.30,6400,99.00,852,59,45.60,2085,3.85
58,0,0,66.00,43.30,54.26,42.11,36.26,41.05,34.31,31.73,42.71,61.76,1400,1400,1400,1400,2450,2450,2450,2750,90.60,6400,99.00,852,59,45.60,2137,3.85
69,0,0,49.50,45.27,54.35,49.49,43.75,43.88,25.25,17.35,56.31,74.26,1400,1400,1400,1400,2450,2450,2450,2750,94.00,5500,98.00,800,59,45.60,2137,3.85
61,1,0,74.27,43.27,56.00,47.92,41.67,41.67,26.53,16.83,50.00,65.00,1500,1500,1500,1500,2400,2400,2400,2650,90.10,6400,98.00,852,59,45.60,2137,3.846
57,0,0,41.26,37.53,42.39,30.93,26.04,31.31,30.39,22.68,41.41,72.82,1400,1400,1400,1400,2450,2450,2450,2850,93.00,5500,97.00,800,59,45.60,2118,3.846
64,0,0,24.76,43.37,51.55,35.11,27.08,30.21,36.63,30.61,57.69,75.00,1200,1200,1200,1200,2450,2450,2450,2850,93.60,5500,99.00,800,59,45.60,2118,3.846
69,0,0,17.26,42.93,57.00,36.17,30.61,33.01,33.33,28.13,55.00,68.63,1100,1100,1100,1100,2450,2450,2450,2850,91.70,5500,99.00,800,59,45.60,2118,3.845
62,0,0,24.77,39.56,50.00,36.73,32.67,28.42,30.93,25.00,50.00,64.29,1700,1700,1700,1700,2400,2400,2400,2650,90.30,6400,99.00,852,59,45.60,2148,3.845
39,0,0,57.76,35.66,48.39,43.75,32.99,32.98,24.74,20.62,34.65,48.98,1500,1500,1500,1500,2450,2450,2450,2850,88.40,6400,97.00,852,59,45.60,2148,3.845
37,0,0,41.26,28.57,40.59,31.68,25.25,24.75,20.41,15.31,28.71,40.00,1000,1000,1000,1000,2450,2450,2450,2850,88.50,6400,99.00,852,59,45.60,2148,3.845
45,0,0,33.04,31.91,41.11,30.85,25.53,26.32,27.55,22.00,33.67,47.96,1150,1150,1150,1150,1800,1800,1800,2000,88.50,6400,99.00,852,59,45.60,1858,3.853
64,0,0,24.79,41.92,48.42,37.62,27.37,28.57,36.46,27.08,53.00,75.00,2000,2000,2000,2000,2450,2450,2450,2850,91.00,6400,99.00,852,59,45.60,1858,3.853
71,1,0,49.53,42.08,51.52,34.78,41.24,36.63,25.51,22.55,53.40,71.57,1300,1300,1300,1300,2450,2450,2450,2850,93.80,5500,94.00,800,59,45.60,1858,3.853
75,0,0,16.53,41.56,47.13,33.70,30.53,25.81,31.96,30.39,53.92,72.45,1400,1400,1400,1400,2450,2450,2450,2850,90.80,6400,99.00,852,59,45.60,2162,3.846
51,0,0,24.80,42.13,54.84,41.49,35.87,40.21,35.79,32.29,39.18,59.18,1500,1500,1500,1500,2450,2450,2450,2850,91.20,6400,99.00,852,59,45.60,2162,3.846
50,0,0,24.81,41.65,52.17,40.63,38.54,39.18,30.53,27.27,42.31,62.63,1700,1700,1700,1700,1900,1900,1900,2100,89.70,6400,99.00,852,59,45.60,2162,3.846
48,0,0,24.83,44.47,53.76,34.09,40.21,46.94,34.02,32.69,44.33,67.96,1400,1400,1400,1400,2450,2450,2450,2850,90.10,6400,99.00,852,59,45.60,2073,3.846
49,0,0,33.01,45.54,52.27,43.88,42.57,43.43,38.61,29.90,47.00,68.00,2000,2000,2000,2000,2450,2450,2450,2850,90.00,5500,99.00,721,59,46.00,2073,3.847
58,0,0,33.02,46.07,54.35,43.16,42.11,39.80,37.50,32.63,48.45,70.41,1150,1150,1150,1150,2450,2450,2450,2850,89.90,6400,99.00,852,59,46.00,2073,3.847
47,0,0,24.77,41.47,52.22,41.05,38.95,38.95,33.00,27.27,41.67,57.58,1800,1800,1800,1800,2000,2000,2000,2100,90.30,6400,99.00,852,59,46.00,2125,3.847
59,0,0,41.24,48.14,52.81,39.13,38.14,39.80,45.19,38.10,58.25,78.35,1700,1700,1700,1700,1700,1700,1700,1900,90.30,6400,99.00,852,59,46.00,2125,3.857
55,0,0,24.77,48.97,57.14,45.00,42.86,41.84,37.63,34.02,54.74,75.25,1300,1300,1300,1300,2400,2400,2400,2650,89.80,6400,99.00,852,59,46.00,2125,3.857
51,0,0,49.51,43.41,57.45,48.39,47.92,46.46,20.00,15.63,47.52,64.00,1400,1400,1400,1400,2450,2450,2450,2850,89.90,6400,99.00,852,59,46.00,2047,3.857
58,0,0,57.76,45.54,60.42,54.74,52.13,54.55,16.16,5.05,51.52,69.31,2000,2000,2000,2000,2450,2450,2450,2850,89.80,6400,99.00,852,59,46.00,2047,3.857
42,0,0,49.52,37.78,52.13,51.00,45.36,47.12,9.38,6.00,39.22,51.00,1100,1100,1100,1100,2450,2450,2450,2850,89.50,6400,99.00,852,59,46.00,2047,3.847
49,0,0,41.24,31.23,40.22,28.72,18.95,21.65,25.25,21.57,37.62,58.00,1250,1250,1250,1250,2300,2300,2300,2550,89.70,6400,99.00,852,59,46.00,1973,3.847
57,0,0,49.51,37.87,46.32,30.11,27.84,33.66,27.84,27.18,39.39,67.65,1600,1600,1600,1600,2450,2450,2450,2750,89.30,5500,97.00,800,59,46.00,1973,3.847
63,0,0,24.76,43.06,52.08,35.79,32.29,28.72,36.46,29.90,54.55,73.96,1500,1500,1500,1500,2450,2450,2450,2750,92.50,6400,99.00,852,59,46.00,1973,3.847
63,1,0,66.03,40.72,48.39,34.38,26.04,32.29,32.32,29.41,49.50,75.00,1300,1300,1300,1300,2450,2450,2450,2850,94.00,6400,95.00,852,59,46.00,2051,3.843
62,0,0,24.78,50.51,58.16,44.21,43.43,41.84,42.86,41.00,54.46,76.77,2000,2000,2000,2000,2450,2450,2450,2850,89.50,6400,99.00,852,59,46.00,2051,3.843
39,0,0,74.25,36.22,46.39,38.38,35.92,34.95,30.00,24.51,35.92,46.94,1250,1250,1250,1250,2450,2450,2450,2850,89.30,6400,99.00,852,59,46.00,2051,3.843
33,0,0,57.75,27.33,38.95,26.80,18.09,25.25,19.79,18.18,28.71,40.00,1400,1400,1400,1400,2450,2450,2450,2850,91.50,6400,99.00,852,59,46.00,1970,3.848
51,0,0,33.02,38.15,54.00,40.00,36.08,40.40,21.15,8.25,43.88,62.00,1700,1700,1700,1700,2000,2000,2000,2200,89.00,6400,99.00,852,59,46.00,1970,3.848
65,1,0,74.25,49.80,60.00,54.95,53.76,53.76,16.84,9.09,61.86,88.12,2000,2000,2000,2000,2450,2450,2450,2750,91.90,6400,97.00,852,59,46.00,1970,3.848
71,0,0,16.54,48.54,57.73,47.00,37.50,36.96,37.76,32.99,55.00,80.20,1050,1050,1050,1050,2450,2450,2450,2750,94.80,5500,99.00,800,59,46.00,2118,3.858
74,0,0,41.25,44.20,51.06,36.17,34.02,29.79,37.11,30.93,55.56,77.08,1900,1900,1900,1900,2450,2450,2450,2850,91.30,6400,99.00,800,59,46.00,2118,3.858
54,0,0,24.95,41.21,52.22,38.30,36.56,38.04,31.96,26.04,44.00,62.24,1600,1600,1600,1600,2450,2450,2450,2850,89.70,6400,99.00,852,59,46.00,2118,3.858
46,0,0,74.27,40.34,51.14,38.04,36.17,39.80,31.25,28.00,37.76,62.50,1400,1400,1400,1400,2400,2400,2400,2650,89.90,6400,99.00,852,59,46.00,2081,3.858
41,0,0,33.03,38.76,51.06,41.75,37.37,37.37,30.30,22.92,34.34,54.00,1150,1150,1150,1150,2450,2450,2450,2750,89.70,6400,99.00,852,59,46.00,2081,3.846
43,0,0,41.26,40.43,52.75,38.46,31.82,34.07,28.72,29.29,37.00,72.45,1900,1900,1900,1900,2450,2450,2450,2850,89.50,6400,98.00,852,59,46.00,2081,3.846
52,0,0,33.01,43.99,55.88,41.41,34.74,40.21,33.67,30.69,45.54,69.79,1150,1150,1150,1150,2000,2000,2000,2200,89.80,6400,99.00,852,59,46.00,2047,3.846
57,0,0,24.76,47.97,56.04,43.48,42.42,42.11,35.48,32.99,50.00,77.78,2000,2000,2000,2000,2450,2450,2450,2850,92.60,5500,99.00,800,59,46.00,2047,3.846
57,0,0,49.52,50.00,62.37,52.69,50.00,48.91,28.42,26.73,54.55,77.00,1800,1800,1800,1800,2450,2450,2450,2850,91.10,5500,92.00,800,59,46.00,2047,3.845
55,0,0,24.78,45.78,58.24,46.15,46.88,43.62,32.32,27.84,45.36,65.66,2000,2000,2000,2000,2450,2450,2450,2850,93.10,6400,99.00,852,59,46.00,2014,3.845
48,0,0,41.25,48.89,54.26,43.75,42.55,44.68,44.33,41.24,51.49,71.29,1400,1400,1400,1400,2450,2450,2450,2850,95.70,5500,99.00,721,59,46.00,2014,3.845
64,0,0,41.21,49.74,57.78,41.94,38.71,43.14,40.59,34.38,55.67,81.82,1500,1500,1500,1500,2450,2450,2450,2850,93.00,5500,99.00,800,59,46.00,2014,3.845
55,0,0,49.46,45.72,57.29,44.33,47.52,37.63,35.35,33.01,47.00,66.00,2000,2000,2000,2000,2450,2450,2450,2750,93.90,5500,99.00,721,59,46.00,2129,3.837
62,0,0,49.51,48.55,57.73,44.09,41.84,44.12,36.08,37.14,52.94,76.00,1600,1600,1600,1600,2000,2000,2000,2200,90.40,6400,98.00,852,59,46.00,2129,3.837
62,0,0,24.77,47.92,55.43,38.89,34.83,43.16,39.18,38.46,53.54,77.55,1300,1300,1300,1300,2450,2450,2450,2850,91.10,5500,98.00,800,59,46.40,2129,3.837
55,0,0,24.79,43.62,58.33,43.75,37.23,40.63,31.96,31.07,43.00,63.73,2000,2000,2000,2000,2450,2450,2450,2850,93.30,5500,99.00,800,59,46.40,2129,3.849
66,0,0,24.76,48.21,53.19,48.96,40.40,39.36,37.11,34.00,54.00,78.00,1400,1400,1400,1400,2450,2450,2450,2850,92.30,5500,98.00,800,59,46.40,2129,3.849
58,0,0,24.76,37.29,47.92,33.67,22.58,25.00,29.17,25.51,44.44,68.00,1400,1400,1400,1400,2400,2400,2400,2650,92.00,5500,99.00,800,59,46.40,2129,3.849
60,0,0,33.01,45.91,54.74,46.32,44.33,44.79,27.27,14.74,50.52,85.42,1900,1900,1900,1900,2450,2450,2450,2850,94.30,5500,97.00,721,59,46.40,2114,3.849
56,0,0,24.77,53.94,64.58,59.79,63.27,63.92,24.00,17.82,57.73,82.47,1700,1700,1700,1700,2450,2450,2450,2850,94.00,5500,99.00,800,59,46.40,2114,3.847
67,0,0,33.00,55.08,66.00,61.70,60.82,62.00,22.22,18.81,63.64,84.85,1800,1800,1800,1800,2450,2450,2450,2850,93.70,5500,99.00,721,59,46.40,2114,3.847
70,1,0,57.76,53.25,61.70,51.49,47.92,46.24,34.02,32.67,64.36,87.13,1200,1200,1200,1200,2400,2400,2400,2850,92.00,5500,99.00,800,59,46.40,2125,3.847
43,0,0,33.02,38.95,55.00,39.58,37.37,42.42,28.28,20.21,36.36,52.53,1400,1400,1400,1400,2450,2450,2450,2850,92.60,5500,99.00,800,59,46.40,2125,3.849
35,0,0,49.49,29.96,41.24,30.61,22.92,23.47,22.45,20.59,30.39,47.00,1150,1150,1150,1150,2450,2450,2450,2850,88.70,6400,98.00,852,59,46.40,2125,3.849
62,0,0,33.01,40.72,47.87,32.99,33.33,30.21,34.69,30.00,49.49,66.67,1400,1400,1400,1400,2450,2450,2450,2850,89.20,6400,99.00,852,59,46.40,1895,3.849
49,0,0,33.00,37.08,44.90,33.67,31.07,33.33,36.63,32.04,36.00,51.52,1500,1500,1500,1500,2450,2450,2450,2850,88.90,6400,99.00,852,59,46.40,1895,3.854
55,0,0,24.80,33.07,37.93,29.17,28.71,29.90,28.28,20.62,38.38,51.52,1600,1600,1600,1600,2450,2450,2450,2850,88.50,6400,99.00,852,59,46.40,1895,3.854
54,0,0,49.51,33.42,45.36,32.35,21.28,23.47,32.71,23.76,38.00,51.49,1400,1400,1400,1400,2450,2450,2450,2850,89.60,6400,99.00,852,59,46.40,1999,3.854
39,0,0,33.01,28.95,42.39,32.61,31.87,32.63,10.99,10.20,29.17,39.80,2000,2000,2000,2000,2450,2450,2450,2850,88.10,6400,99.00,852,59,46.40,1999,3.854
43,0,0,57.75,35.49,51.09,45.74,49.00,44.33,11.88,4.04,35.00,43.43,1700,1700,1700,1700,2450,2450,2450,2850,87.50,6400,99.00,852,59,46.40,1999,3.863
46,0,0,41.28,33.85,48.42,39.39,38.00,36.73,19.39,13.13,32.99,44.21,1300,1300,1300,1300,1800,1800,1800,2000,87.00,6400,97.00,852,59,46.40,1780,3.863
77,0,0,16.57,43.33,53.06,36.84,35.64,36.36,36.46,31.00,48.00,69.23,1500,1500,1500,1500,2200,2200,2200,2400,87.30,6400,98.00,852,59,46.40,1780,3.863
60,0,0,33.01,38.22,51.09,39.58,37.11,34.74,31.31,27.27,37.00,50.51,1250,1250,1250,1250,2450,2450,2450,2850,87.80,6400,99.00,852,59,46.40,1780,3.857
77,0,0,16.53,48.48,56.57,39.78,41.84,36.17,43.43,42.59,50.52,72.28,1600,1600,1600,1600,2400,2400,2400,2650,89.40,6400,99.00,852,59,46.40,2081,3.857
58,0,0,24.77,36.55,48.91,33.70,30.85,32.65,28.57,28.57,39.22,52.04,2000,2000,2000,2000,2450,2450,2450,2850,89.00,6400,99.00,852,59,46.40,2081,3.857
65,0,0,41.27,36.32,53.47,35.48,32.29,29.79,29.29,25.74,32.32,51.00,1500,1500,1500,1500,2450,2450,2450,2850,88.90,6400,99.00,852,59,46.40,2081,3.857
54,0,0,24.77,35.45,51.04,37.50,34.74,36.00,29.00,23.00,28.00,43.00,1200,1200,1200,1200,2450,2450,2450,2850,88.70,6400,99.00,852,59,46.40,2047,3.851
50,0,0,24.79,29.22,43.75,30.21,22.58,28.13,24.74,19.59,25.77,40.63,1700,1700,1700,1700,2450,2450,2450,2850,87.80,6400,99.00,852,59,46.40,2047,3.851
39,0,0,57.78,30.47,39.33,36.84,30.85,32.99,14.43,9.09,30.00,50.52,1500,1500,1500,1500,2400,2400,2400,2650,88.20,6400,95.00,852,59,46.40,2047,3.851
48,0,0,66.00,40.28,50.00,42.27,45.00,38.78,19.61,12.62,43.00,70.87,1250,1250,1250,1250,2450,2450,2450,2850,93.00,5500,93.00,800,59,46.40,2055,3.845
58,0,0,24.80,45.31,48.35,37.89,35.71,35.00,39.36,35.79,51.00,77.23,2000,2000,2000,2000,2450,2450,2450,2850,90.60,6400,99.00,852,59,46.40,2055,3.845
40,1,1,255.80,36.48,42.39,31.63,25.51,26.80,28.00,23.00,36.89,80.00,1400,1400,1400,1400,2300,2300,2300,2550,90.50,6400,74.00,852,59,46.40,2055,3.845
57,0,0,33.01,52.56,55.79,45.36,43.00,39.58,41.84,40.00,60.20,94.95,2000,2000,2000,2000,1600,1600,1600,1800,84.90,5500,92.00,642,59,46.40,1769,3.845
58,0,0,24.77,54.67,58.95,45.26,42.86,44.21,49.00,37.23,61.00,97.00,1400,1400,1400,1400,1600,1600,1600,1800,84.70,5500,94.00,800,59,46.40,1769,3.869
56,1,1,82.36,50.83,55.91,46.46,42.42,41.41,40.82,32.99,51.55,92.93,2000,2000,2000,2000,1400,1400,1400,1600,86.90,6400,89.00,852,59,46.70,1769,3.869
52,0,0,33.02,42.44,45.65,35.00,25.53,26.60,40.43,34.02,51.58,80.41,1050,1050,1050,1050,2400,2400,2400,2650,88.70,6400,98.00,852,59,46.70,1899,3.869
62,0,0,24.76,41.15,48.94,34.74,29.90,27.37,32.99,28.57,49.50,74.00,1400,1400,1400,1400,2450,2450,2450,2850,91.20,6400,99.00,852,58,46.70,1899,3.869
65,0,0,24.77,38.90,44.09,30.11,24.47,30.21,30.43,26.53,52.53,73.47,1050,1050,1050,1050,1800,1800,1800,2000,89.50,6400,99.00,852,58,46.70,1899,3.842
68,0,0,24.76,46.55,56.04,42.27,37.50,40.21,32.65,28.16,55.10,79.41,1500,1500,1500,1500,2450,2450,2450,2750,90.40,5500,99.00,721,58,46.70,2229,3.842
41,0,0,41.23,37.27,50.55,37.78,33.33,36.17,29.47,26.53,33.33,52.63,1250,1250,1250,1250,2450,2450,2450,2850,93.20,5500,99.00,800,58,46.70,2229,3.842
45,0,0,32.97,40.87,50.56,38.04,35.42,33.70,30.85,29.29,41.41,66.67,1150,1150,1150,1150,2400,2400,2400,2650,90.50,6400,99.00,852,58,46.70,2229,3.842
44,0,0,49.50,41.18,53.68,41.05,40.63,35.79,31.96,22.58,37.37,63.11,1200,1200,1200,1200,2400,2400,2400,2650,91.80,6400,99.00,852,58,46.70,2114,3.852
47,0,0,33.01,45.06,54.84,41.49,38.95,41.24,32.29,30.30,45.00,77.55,1500,1500,1500,1500,2100,2100,2100,2300,89.70,6400,98.00,852,58,46.70,2114,3.852
56,0,0,24.79,47.13,55.21,40.00,36.84,36.96,41.51,35.00,50.98,77.45,1800,1800,1800,1800,2300,2300,2300,2550,93.10,5500,99.00,800,58,46.70,2114,3.852
59,1,0,74.25,50.52,60.20,44.68,42.71,45.92,40.21,32.98,55.56,83.67,1250,1250,1250,1250,2300,2300,2300,2550,93.50,5500,98.00,721,58,46.70,2133,3.838
52,0,0,33.03,47.07,53.76,40.86,44.00,40.00,42.57,37.50,46.46,69.31,1300,1300,1300,1300,2450,2450,2450,2850,92.70,5500,99.00,721,58,46.70,2133,3.838
49,0,0,74.24,44.47,56.38,41.30,41.41,40.21,35.05,30.53,45.36,67.68,1300,1300,1300,1300,2450,2450,2450,2850,92.30,5500,98.00,800,58,46.70,2133,3.838
51,0,0,24.87,48.80,57.73,47.47,43.00,41.00,38.14,34.65,48.51,78.57,1400,1400,1400,1400,1400,1400,1400,1600,90.20,6400,99.00,852,58,46.70,2088,3.838
47,0,0,33.01,49.18,59.60,48.98,47.96,49.49,36.89,25.25,52.48,75.00,2000,2000,2000,2000,2450,2450,2450,2750,89.70,5500,99.00,800,58,46.70,2088,3.841
43,0,0,33.01,46.64,60.00,60.20,55.67,56.25,19.80,12.24,48.98,58.82,2000,2000,2000,2000,2400,2400,2400,2650,92.70,6400,99.00,852,58,46.70,2088,3.841
51,0,0,33.01,47.64,60.87,60.00,57.14,59.60,16.67,9.18,51.00,67.00,2000,2000,2000,2000,2450,2450,2450,2850,92.90,5500,99.00,800,58,46.70,2077,3.841
53,0,0,49.45,44.92,56.84,43.16,38.78,43.81,36.27,32.04,43.56,66.67,1600,1600,1600,1600,2450,2450,2450,2750,91.00,5500,99.00,800,58,46.70,2077,3.841
63,0,0,24.77,49.02,57.89,41.49,40.00,41.84,36.84,34.69,52.04,84.21,1300,1300,1300,1300,2450,2450,2450,2850,92.50,5500,99.00,721,58,46.70,2077,3.849
56,0,0,49.53,48.65,53.33,46.94,41.24,45.45,37.37,31.96,50.98,82.83,1500,1500,1500,1500,2450,2450,2450,2850,94.30,5500,97.00,721,58,46.70,2092,3.849
56,0,0,66.03,46.79,59.79,40.22,39.36,40.63,37.62,33.00,51.52,71.72,1800,1800,1800,1800,2450,2450,2450,2750,90.90,5500,99.00,721,58,46.70,2092,3.849
64,0,0,24.76,50.26,59.38,44.21,40.43,40.00,38.71,35.42,58.95,86.60,1600,1600,1600,1600,2450,2450,2450,2750,94.70,5500,99.00,721,58,46.70,2092,3.834
58,0,0,24.84,46.05,55.91,43.16,38.95,42.86,31.91,31.63,52.00,70.83,2000,2000,2000,2000,2450,2450,2450,2750,90.90,6400,99.00,852,58,46.70,2103,3.834
41,0,0,49.58,37.12,51.58,37.23,39.39,32.98,26.04,22.00,37.50,48.51,950,950,950,950,2450,2450,2450,2850,89.80,6400,99.00,852,58,46.70,2103,3.834
36,0,0,41.28,39.51,54.74,49.46,44.79,47.00,23.00,13.27,35.05,50.50,2000,2000,2000,2000,2450,2450,2450,2750,91.10,5500,99.00,800,58,46.70,2103,3.834
58,0,0,49.51,52.44,62.89,57.73,56.84,57.73,20.41,13.27,61.86,87.13,1800,1800,1800,1800,1400,1400,1400,1600,89.50,6400,97.00,852,58,46.70,2029,3.835
60,0,0,24.77,56.62,57.89,46.94,42.86,45.45,53.54,48.00,63.11,95.00,1400,1400,1400,1400,1100,1100,1100,1300,87.80,5500,95.00,800,58,46.70,2029,3.835
51,0,0,33.01,46.90,52.81,38.89,36.17,38.54,40.21,36.63,53.06,77.66,1150,1150,1150,1150,2450,2450,2450,2750,88.70,6400,96.00,852,58,46.70,2029,3.835
43,0,0,74.26,40.23,52.08,36.26,37.76,36.84,32.65,27.72,37.62,62.38,1050,1050,1050,1050,2450,2450,2450,2850,88.20,6400,95.00,852,58,46.70,2062,3.849
44,0,0,24.84,41.99,50.00,40.86,41.35,42.11,34.95,30.77,38.00,59.00,2000,2000,2000,2000,2450,2450,2450,2750,91.50,5500,99.00,800,58,46.70,2062,3.849
43,0,0,57.77,43.61,55.56,41.24,38.00,41.18,32.67,28.71,39.81,72.28,1800,1800,1800,1800,1900,1900,1900,2100,89.70,6400,96.00,852,58,46.70,2062,3.849
52,0,0,24.81,45.99,53.19,44.90,41.49,37.23,36.36,29.59,49.00,72.55,1600,1600,1600,1600,2400,2400,2400,2650,93.50,5500,99.00,800,58,47.00,2125,3.84
62,0,0,57.76,50.26,58.24,46.94,43.75,46.08,38.95,33.33,57.84,81.25,1400,1400,1400,1400,2400,2400,2400,2650,93.40,5500,99.00,721,58,47.00,2125,3.84
59,1,0,57.76,47.08,58.59,41.30,40.21,39.13,35.79,34.34,53.06,72.00,2000,2000,2000,2000,2450,2450,2450,2750,90.40,5500,99.00,800,58,47.00,2125,3.84
52,0,0,24.77,44.36,56.38,50.00,43.75,48.00,24.47,19.39,47.96,62.89,1700,1700,1700,1700,2450,2450,2450,2850,91.80,6400,99.00,852,58,47.00,2085,3.84
54,0,0,24.77,47.57,58.00,45.83,48.54,42.27,35.29,28.16,49.49,73.53,1800,1800,1800,1800,2300,2300,2300,2550,93.40,5500,99.00,800,58,47.00,2085,3.843
61,1,0,57.73,50.00,55.91,45.00,40.00,44.55,39.58,38.61,57.00,82.47,1300,1300,1300,1300,2450,2450,2450,2550,94.70,5500,96.00,800,58,47.00,2085,3.843
55,0,0,24.77,48.30,59.79,43.75,43.88,43.00,37.37,32.65,53.47,70.30,2000,2000,2000,2000,2400,2400,2400,2650,93.20,5500,99.00,800,58,47.00,2077,3.843
59,0,0,41.28,48.28,59.79,50.00,41.00,41.24,37.37,31.96,51.55,73.20,1600,1600,1600,1600,2400,2400,2400,2650,94.40,5500,99.00,721,58,47.00,2077,3.843
61,0,0,73.04,41.52,52.08,36.56,37.11,34.34,31.96,25.00,45.63,67.35,1150,1150,1150,1150,2200,2200,2200,2400,91.40,6400,99.00,852,58,47.00,2077,3.848
67,0,0,33.00,41.98,49.44,36.63,29.47,32.67,34.38,28.87,50.00,73.00,1500,1500,1500,1500,2450,2450,2450,2750,93.20,5500,99.00,721,58,47.00,2059,3.848
53,2,0,66.14,41.85,48.96,35.71,30.69,29.17,38.24,35.64,44.55,74.00,1400,1400,1400,1400,2450,2450,2450,2850,93.40,5500,94.00,721,58,47.00,2059,3.848
55,0,0,24.78,44.46,52.08,38.30,35.05,33.33,36.00,32.32,46.88,79.17,1900,1900,1900,1900,2450,2450,2450,2850,92.60,5500,99.00,721,58,47.00,2059,3.848
59,0,0,57.76,48.58,56.67,45.74,44.90,45.36,37.76,34.65,53.47,73.27,1300,1300,1300,1300,2400,2400,2400,2650,92.20,6400,99.00,852,58,47.00,2003,3.846
67,0,0,32.99,51.60,61.05,50.53,47.96,50.00,32.29,24.74,60.61,85.57,1800,1800,1800,1800,2450,2450,2450,2750,94.00,5500,98.00,721,58,47.00,2003,3.846
