FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt),bh3
52,0,0,24.76,33.63,46.94,27.96,28.00,27.55,29.00,23.76,34.00,51.49,1600,1600,1600,1600,2450,2450,2450,2850,90.60,5500,95.00,721,56,47.70,1984,3.845
75,0,0,16.53,40.10,47.87,32.98,27.66,27.66,41.00,29.17,48.48,64.36,1400,1400,1400,1400,1600,1600,1600,1800,86.40,5500,98.00,642,56,47.70,1984,3.845
65,1,0,49.49,34.92,39.33,32.99,21.51,23.16,36.89,27.08,41.00,55.67,1200,1200,1200,1200,2450,2450,2450,2850,87.60,6400,98.00,852,56,47.70,1873,3.839
73,0,0,16.53,40.96,46.94,32.99,26.53,34.00,41.84,36.63,48.00,60.00,1000,1000,1000,1000,2450,2450,2450,2850,89.70,6400,99.00,852,56,47.70,1873,3.839
61,0,0,49.52,33.55,40.86,28.42,22.34,23.40,35.71,27.84,39.58,51.02,1150,1150,1150,1150,2450,2450,2450,2850,90.10,6400,99.00,852,56,47.70,1873,3.839
63,1,1,82.51,31.39,42.11,28.13,21.43,24.49,29.13,21.43,34.65,49.50,900,900,900,900,2450,2450,2450,2850,89.10,6400,98.00,852,56,47.70,1984,3.839
54,0,0,24.80,27.65,41.11,29.03,22.83,25.26,18.09,14.43,26.26,42.00,1900,1900,1900,1900,2450,2450,2450,2850,89.50,6400,99.00,852,56,47.70,1984,3.839
50,0,0,33.01,36.05,56.00,49.46,43.82,50.52,10.31,4.04,32.32,43.56,1600,1600,1600,1600,2450,2450,2450,2750,88.70,6400,99.00,852,56,47.70,1984,3.839
38,1,1,140.28,29.15,40.21,25.51,23.53,23.47,21.00,22.77,36.36,42.00,1200,1200,1200,1200,2400,2400,2400,2650,89.00,6400,89.00,852,56,47.70,1884,3.839
59,0,0,24.79,37.87,44.21,29.90,22.92,26.80,35.42,22.34,49.50,70.41,1150,1150,1150,1150,1500,1500,1500,1700,88.60,6400,99.00,852,56,47.70,1884,3.841
53,0,0,24.78,42.20,55.10,37.63,35.79,37.76,33.68,28.28,46.08,62.63,2000,2000,2000,2000,2450,2450,2450,2750,92.50,6400,99.00,852,56,47.70,1884,3.841
65,0,0,49.50,47.78,56.84,41.84,39.58,39.78,37.37,35.58,53.54,76.24,1700,1700,1700,1700,2300,2300,2300,2550,91.40,6400,99.00,852,56,47.70,2025,3.841
68,2,1,82.54,49.04,57.45,38.46,39.18,40.59,38.38,36.00,60.78,82.83,1300,1300,1300,1300,2450,2450,2450,2850,95.00,5500,93.00,721,56,47.70,2025,3.825
70,0,0,16.55,42.43,52.13,35.42,30.11,33.67,34.02,33.01,50.51,71.13,1500,1500,1500,1500,2450,2450,2450,2850,91.90,5500,99.00,800,56,47.70,2025,3.825
50,1,0,66.01,42.15,51.69,43.01,40.43,36.96,32.65,26.32,42.00,63.27,1500,1500,1500,1500,2450,2450,2450,2850,94.00,6400,98.00,852,56,47.70,2099,3.825
45,0,0,24.81,39.90,52.08,38.95,35.48,38.95,34.65,27.00,35.05,58.95,1600,1600,1600,1600,2400,2400,2400,2650,93.10,6400,99.00,852,56,47.70,2099,3.825
40,0,0,90.78,42.04,55.91,38.89,39.13,39.80,31.31,24.21,37.76,67.00,1800,1800,1800,1800,2450,2450,2450,2850,92.90,5500,94.00,800,56,47.70,2099,3.824
44,0,0,33.01,43.48,56.70,45.36,44.23,41.84,32.69,24.75,41.58,61.62,1500,1500,1500,1500,2400,2400,2400,2650,93.70,5500,99.00,800,56,47.70,2022,3.824
48,0,0,57.75,45.23,52.22,42.39,41.24,40.00,36.96,35.05,44.33,71.43,1700,1700,1700,1700,2450,2450,2450,2650,95.40,5500,99.00,721,56,47.70,2022,3.824
48,0,0,82.52,44.10,56.38,38.46,38.54,37.89,36.00,29.90,41.84,71.72,1150,1150,1150,1150,2450,2450,2450,2850,92.10,5500,94.00,800,56,47.70,2022,3.829
47,0,0,49.53,44.44,55.21,42.71,38.14,38.14,33.68,33.66,41.41,70.87,1400,1400,1400,1400,2100,2100,2100,2300,91.90,6400,99.00,852,56,47.70,2047,3.829
60,0,0,41.25,52.88,58.06,41.94,41.41,47.52,47.00,38.54,62.63,86.00,2000,2000,2000,2000,2450,2450,2450,2750,90.10,5500,99.00,721,56,47.70,2047,3.829
47,0,0,57.74,41.94,54.35,48.42,36.84,37.23,32.65,28.13,40.40,59.79,2000,2000,2000,2000,2450,2450,2450,2650,91.70,5500,99.00,800,56,47.70,2047,3.829
40,0,0,33.05,39.80,51.09,39.36,39.58,40.82,31.00,27.45,36.63,52.00,1500,1500,1500,1500,2450,2450,2450,2850,93.10,5500,99.00,800,56,47.70,2200,3.825
40,0,0,82.50,33.29,41.94,27.96,23.40,31.07,26.26,22.22,33.33,59.60,2000,2000,2000,2000,2450,2450,2450,2550,93.90,5500,99.00,642,56,47.70,2200,3.825
50,1,1,84.31,39.25,49.49,30.11,27.17,29.59,32.29,26.32,43.16,71.29,1400,1400,1400,1400,2400,2400,2400,2650,92.60,6400,98.00,852,56,47.70,2200,3.825
49,1,1,82.55,46.73,56.12,43.16,41.67,44.44,32.65,26.53,49.00,79.59,1700,1700,1700,1700,1900,1900,1900,2100,87.80,5500,88.00,555,56,47.70,2003,3.826
59,0,0,24.77,53.08,64.89,61.62,59.38,65.05,22.45,15.84,56.70,83.33,2000,2000,2000,2000,1800,1800,1800,2000,87.70,5500,93.00,800,56,48.00,2003,3.826
53,0,0,24.77,50.13,62.37,59.38,62.38,59.38,21.43,9.57,54.74,70.10,1800,1800,1800,1800,2450,2450,2450,2850,92.60,5500,98.00,800,56,48.00,2003,3.826
67,0,0,16.57,51.56,61.62,53.00,48.96,49.49,31.00,27.08,60.00,77.88,1500,1500,1500,1500,2450,2450,2450,2850,91.40,5500,99.00,721,56,48.00,2125,3.835
59,0,0,33.01,46.20,59.00,40.22,44.23,40.00,34.38,31.96,52.53,68.42,2000,2000,2000,2000,2300,2300,2300,2550,92.70,5500,98.00,800,56,48.00,2125,3.835
52,0,0,24.78,35.73,46.81,33.33,28.13,32.98,27.37,20.43,41.58,54.08,1400,1400,1400,1400,2450,2450,2450,2850,91.50,6400,99.00,852,56,48.00,2125,3.835
53,0,0,82.51,37.16,50.51,35.92,27.27,29.70,29.70,27.62,38.00,59.80,1100,1100,1100,1100,2400,2400,2400,2650,94.90,5500,98.00,721,56,48.00,2099,3.835
52,0,0,90.76,38.58,48.00,32.67,27.27,29.00,36.27,32.00,40.40,63.00,1200,1200,1200,1200,2450,2450,2450,2650,92.60,5500,93.00,852,56,48.00,2099,3.833
52,0,0,49.39,39.97,54.00,36.84,34.02,34.02,34.62,25.74,45.00,59.60,1400,1400,1400,1400,2450,2450,2450,2850,92.60,5500,99.00,800,56,48.00,2099,3.833
75,1,0,74.27,53.47,59.14,48.42,46.94,45.36,39.36,34.74,59.60,88.78,1600,1600,1600,1600,2450,2450,2450,2850,96.00,5500,98.00,721,56,48.00,2018,3.833
72,0,0,17.05,51.52,60.00,42.53,41.11,41.30,40.00,39.00,60.61,84.00,2000,2000,2000,2000,2450,2450,2450,2850,94.90,5500,99.00,800,56,48.00,2018,3.833
55,0,0,24.77,48.99,66.02,59.79,57.00,56.12,17.53,13.73,54.46,69.79,1900,1900,1900,1900,2450,2450,2450,2750,91.20,6400,99.00,852,56,48.00,2018,3.823
62,0,0,24.78,46.84,58.16,51.00,43.48,45.92,30.39,20.79,55.10,68.37,1200,1200,1200,1200,2000,2000,2000,2200,91.10,6400,99.00,852,56,48.00,2114,3.823
47,2,0,75.33,35.29,45.36,29.47,32.00,27.27,25.53,25.00,41.18,58.33,1500,1500,1500,1500,2300,2300,2300,2550,91.80,6400,94.00,852,56,48.00,2114,3.823
59,0,0,24.77,53.46,55.32,43.48,37.36,37.36,48.98,44.00,65.98,90.82,1700,1700,1700,1700,1300,1300,1300,1500,90.40,6400,97.00,852,56,48.00,2114,3.848
58,0,0,24.77,51.84,58.95,43.75,40.86,40.66,45.92,40.63,56.70,84.69,2000,2000,2000,2000,1500,1500,1500,1700,88.10,5500,95.00,555,56,48.00,2025,3.848
61,0,0,41.27,50.32,53.68,39.58,34.38,34.69,44.33,41.41,60.00,95.05,1100,1100,1100,1100,1100,1100,1100,1300,86.70,5500,90.00,800,56,48.00,2025,3.848
56,0,0,24.76,48.52,49.46,36.73,34.69,31.25,44.79,36.17,61.00,90.00,1500,1500,1500,1500,1500,1500,1500,1700,88.10,6400,95.00,852,56,48.00,2025,3.848
43,0,0,74.27,33.25,45.16,28.72,28.57,25.00,27.55,20.41,35.00,57.14,1600,1600,1600,1600,2400,2400,2400,2650,89.20,6400,94.00,852,56,48.00,1821,3.846
50,0,0,24.78,33.92,43.75,30.30,21.65,26.53,31.73,29.63,36.46,52.48,1500,1500,1500,1500,2450,2450,2450,2850,92.30,6400,99.00,852,56,48.00,1821,3.846
53,0,0,24.80,38.34,48.35,35.11,34.02,33.67,28.87,26.00,40.21,60.20,2000,2000,2000,2000,2450,2450,2450,2850,91.90,6400,99.00,852,56,48.00,1821,3.846
62,0,0,24.79,46.49,57.73,55.56,50.50,51.40,20.20,17.48,49.50,68.93,1200,1200,1200,1200,2450,2450,2450,2750,89.90,5500,99.00,800,56,48.00,2155,3.832
47,0,0,57.74,47.88,56.12,47.37,46.94,47.31,43.43,38.38,42.27,61.39,2000,2000,2000,2000,2450,2450,2450,2650,93.80,5500,99.00,721,56,48.00,2155,3.832
63,0,0,74.33,45.05,50.53,39.39,31.25,33.33,40.59,32.65,56.00,77.00,1400,1400,1400,1400,2450,2450,2450,2850,90.70,6400,98.00,852,56,48.00,2155,3.832
60,1,1,82.52,41.67,54.08,36.73,29.17,30.93,29.03,27.27,49.00,73.53,1400,1400,1400,1400,1500,1500,1500,1700,90.60,6400,94.00,852,56,48.00,2033,3.832
86,0,0,16.56,49.04,50.00,33.68,30.93,39.58,41.05,36.00,65.35,91.92,1300,1300,1300,1300,1900,1900,1900,2100,91.70,6400,99.00,852,56,48.00,2033,3.834
81,0,0,33.01,46.03,49.44,38.78,30.93,29.90,39.80,35.35,61.76,86.87,1600,1600,1600,1600,2450,2450,2450,2650,95.00,5500,98.00,721,56,48.00,2033,3.834
60,0,0,24.79,43.63,54.84,40.00,37.08,40.86,29.55,31.31,45.36,64.95,1400,1400,1400,1400,2450,2450,2450,2750,90.90,6400,99.00,852,56,48.00,2170,3.834
42,0,0,32.99,38.75,52.17,38.46,39.00,41.75,30.00,22.68,36.63,52.48,1400,1400,1400,1400,2450,2450,2450,2850,93.50,5500,99.00,800,56,48.00,2170,3.834
43,0,0,33.02,35.48,46.07,36.17,29.79,32.26,27.66,22.92,34.02,53.06,2000,2000,2000,2000,2450,2450,2450,2850,92.80,6400,99.00,852,56,48.00,2170,3.827
40,1,1,107.26,35.14,45.92,27.96,27.72,26.53,27.72,22.33,35.29,67.65,1800,1800,1800,1800,2450,2450,2450,2750,91.90,5500,92.00,721,56,48.00,2018,3.827
51,0,0,24.76,49.29,61.05,57.14,58.65,51.09,21.78,9.18,53.61,82.47,2000,2000,2000,2000,1900,1900,1900,2100,88.70,5500,93.00,800,56,48.20,2018,3.827
58,0,0,33.01,49.81,61.22,57.14,53.13,52.58,22.33,10.31,58.33,84.69,1800,1800,1800,1800,1900,1900,1900,2100,87.60,5500,92.00,721,56,48.20,2018,3.832
63,0,0,24.77,50.78,62.64,57.29,54.95,54.84,19.79,17.65,59.60,80.00,2000,2000,2000,2000,2450,2450,2450,2850,89.00,6400,96.00,852,56,48.20,1814,3.832
60,0,0,41.25,39.97,50.00,32.98,29.59,32.99,35.64,25.53,46.94,65.31,1250,1250,1250,1250,2450,2450,2450,2850,90.50,6400,99.00,852,56,48.20,1814,3.832
50,0,0,24.79,36.71,45.74,33.00,25.00,27.55,33.01,23.47,42.42,62.00,1100,1100,1100,1100,2450,2450,2450,2850,91.80,5500,99.00,852,56,48.20,1814,3.82
68,0,0,33.01,46.17,53.76,38.14,34.00,28.72,38.14,33.33,60.61,82.00,1600,1600,1600,1600,2200,2200,2200,2450,94.20,5500,99.00,721,56,48.20,2133,3.82
50,0,0,74.30,38.32,43.33,31.96,27.37,30.53,38.00,28.42,43.56,63.00,1500,1500,1500,1500,2450,2450,2450,2850,93.30,5500,94.00,800,56,48.20,2133,3.82
59,0,0,24.76,40.96,49.45,33.68,28.87,35.35,35.35,24.73,51.46,67.68,1600,1600,1600,1600,2400,2400,2400,2650,93.40,5500,99.00,800,56,48.20,2133,3.82
55,0,0,33.00,43.64,57.73,43.16,40.63,39.18,29.67,28.57,44.21,64.71,1600,1600,1600,1600,2450,2450,2450,2850,93.50,5500,99.00,721,56,48.20,2092,3.819
50,0,0,57.75,42.00,55.43,44.21,35.87,38.71,33.66,25.00,44.12,59.18,1700,1700,1700,1700,2450,2450,2450,2850,93.50,5500,99.00,721,56,48.20,2092,3.819
57,1,0,74.27,46.26,60.40,57.28,53.54,52.48,15.31,8.08,52.53,67.00,1400,1400,1400,1400,2450,2450,2450,2850,90.90,6400,99.00,852,56,48.20,2092,3.819
44,0,0,57.75,37.99,54.74,48.91,50.52,43.62,13.54,5.21,41.41,48.39,2000,2000,2000,2000,2450,2450,2450,2850,92.90,6400,99.00,852,56,48.20,1973,3.823
48,0,0,57.75,33.91,43.30,31.37,27.00,21.65,25.25,22.55,37.86,59.22,1200,1200,1200,1200,2450,2450,2450,2850,90.70,5500,99.00,800,56,48.20,1973,3.823
50,0,0,74.26,41.88,48.42,35.71,25.26,26.32,34.02,33.33,47.37,84.54,2000,2000,2000,2000,1600,1600,1600,1800,89.50,5500,92.00,800,56,48.20,1973,3.823
64,0,0,24.77,41.69,48.96,33.68,28.87,28.57,38.00,33.33,53.47,71.88,1800,1800,1800,1800,2450,2450,2450,2850,94.10,5500,99.00,721,56,48.20,2070,3.831
71,0,0,49.51,45.19,50.00,36.56,26.88,34.74,37.50,32.99,61.00,79.80,1700,1700,1700,1700,2450,2450,2450,2650,95.50,5500,99.00,721,56,48.20,2070,3.831
53,1,0,74.27,38.07,45.26,34.02,29.00,30.69,27.96,25.51,47.62,63.64,1100,1100,1100,1100,2450,2450,2450,2850,91.00,6400,99.00,852,56,48.20,2070,3.831
42,0,0,57.78,32.39,43.62,29.47,22.92,26.04,26.53,22.00,36.08,52.04,1300,1300,1300,1300,2450,2450,2450,2850,93.50,5500,99.00,721,56,48.20,2099,3.831
47,0,0,49.52,31.38,38.71,29.90,21.65,19.15,28.57,22.00,37.62,51.49,1800,1800,1800,1800,1500,1500,1500,1700,90.80,6400,99.00,852,56,48.20,2099,3.821
49,0,0,41.27,34.79,41.94,28.72,30.53,23.16,30.53,25.00,41.49,58.16,2000,2000,2000,2000,2450,2450,2450,2850,89.80,6400,99.00,852,56,48.20,2099,3.821
52,0,0,33.00,45.69,59.79,56.44,54.64,56.60,16.16,9.00,48.98,63.00,1700,1700,1700,1700,2400,2400,2400,2650,89.80,6400,98.00,852,56,48.20,1992,3.821
51,0,0,24.77,36.55,44.57,37.62,31.63,32.29,30.53,24.49,39.39,52.00,1300,1300,1300,1300,2450,2450,2450,2850,90.30,5500,99.00,800,56,48.20,1992,3.821
50,0,0,49.50,33.92,44.21,33.00,26.80,29.70,28.00,22.55,38.24,49.49,1150,1150,1150,1150,2450,2450,2450,2850,91.70,6400,99.00,852,56,48.20,1992,3.836
41,0,0,33.01,29.13,40.00,27.08,24.21,23.23,27.45,17.35,29.29,42.00,1400,1400,1400,1400,2450,2450,2450,2850,89.70,6400,99.00,852,56,48.20,1992,3.836
50,0,0,32.99,34.15,43.01,30.85,34.69,31.68,27.84,23.00,35.71,49.48,1250,1250,1250,1250,1800,1800,1800,2000,89.50,6400,99.00,852,56,48.20,1992,3.836
50,1,0,57.76,35.18,45.05,35.05,30.53,31.31,29.59,21.65,39.22,50.52,1300,1300,1300,1300,2450,2450,2450,2750,91.80,5500,97.00,800,56,48.20,1992,3.824
76,0,0,16.55,41.39,50.54,37.11,29.79,30.85,39.22,29.17,47.00,63.37,1600,1600,1600,1600,1800,1800,1800,2000,88.20,5500,98.00,800,56,48.20,2007,3.824
64,0,0,33.00,33.50,43.43,25.81,30.61,22.45,32.32,26.00,37.11,52.13,1250,1250,1250,1250,2450,2450,2450,2850,90.90,6400,98.00,852,56,48.20,2007,3.824
74,0,0,24.75,38.53,45.83,34.02,23.47,23.16,39.81,28.13,49.02,61.54,1250,1250,1250,1250,2450,2450,2450,2850,92.60,5500,99.00,721,56,48.20,2007,3.827
58,0,0,41.26,33.64,49.00,31.96,20.65,20.43,31.58,23.40,39.80,50.00,2000,2000,2000,2000,2450,2450,2450,2850,90.60,6400,99.00,852,56,48.20,2059,3.827
65,0,0,49.50,35.74,49.49,38.00,34.00,31.63,23.40,19.39,37.62,51.52,1050,1050,1050,1050,2450,2450,2450,2850,90.00,6400,99.00,852,56,48.20,2059,3.827
54,0,0,57.72,28.84,40.63,30.00,25.51,19.59,25.74,22.12,28.00,41.00,1300,1300,1300,1300,2450,2450,2450,2850,90.30,6400,99.00,852,56,48.40,2059,3.827
47,0,0,41.19,30.35,41.24,28.13,21.05,25.77,26.53,20.83,29.90,47.47,1150,1150,1150,1150,2450,2450,2450,2550,96.00,5500,96.00,642,56,48.40,1929,3.826
37,0,0,41.26,35.16,43.00,25.00,28.57,23.71,32.99,27.45,26.32,71.00,1700,1700,1700,1700,2200,2200,2200,2400,89.70,6400,97.00,852,55,48.40,1929,3.826
57,0,0,24.78,38.81,48.00,31.31,23.71,26.80,35.00,29.41,45.54,72.16,1000,1000,1000,1000,1100,1100,1100,2850,88.50,6400,99.00,852,55,48.40,1929,3.826
52,0,0,24.77,39.69,45.65,36.46,27.37,30.53,34.74,25.81,47.96,68.00,1400,1400,1400,1400,2200,2200,2200,2400,90.00,6400,92.00,852,55,48.40,1929,3.827
74,0,0,33.01,50.76,54.08,39.58,36.08,41.75,46.39,41.18,61.90,85.00,1900,1900,1900,1900,2450,2450,2450,2850,95.30,5500,98.00,721,55,48.40,1929,3.827
74,0,0,16.57,44.13,52.17,33.68,28.13,30.61,35.71,31.96,59.18,77.08,1700,1700,1700,1700,2450,2450,2450,2750,94.10,5500,99.00,721,55,48.40,1929,3.827
67,0,0,16.53,41.07,53.19,36.73,31.96,30.93,31.58,25.81,52.48,69.07,1250,1250,1250,1250,2450,2450,2450,2750,92.80,5500,99.00,800,55,48.40,2129,3.827
50,0,0,40.17,39.95,53.68,37.50,34.34,38.38,30.21,25.00,42.57,57.43,1700,1700,1700,1700,2450,2450,2450,2850,94.50,5500,99.00,800,55,48.40,2129,3.819
42,0,0,41.26,41.24,57.29,53.00,51.52,50.51,14.00,7.00,41.41,55.67,1700,1700,1700,1700,2450,2450,2450,2750,91.30,5500,99.00,800,55,48.40,2129,3.819
41,0,0,41.26,42.06,57.14,53.76,50.54,49.47,17.17,4.21,43.30,61.00,1800,1800,1800,1800,2100,2100,2100,2300,90.40,6400,94.00,852,55,48.40,1988,3.819
58,0,0,41.27,49.24,54.17,46.67,39.39,40.82,32.63,29.17,66.67,84.69,1500,1500,1500,1500,1100,1100,1100,1300,90.30,6400,95.00,852,55,48.40,1988,3.85
58,0,0,24.78,56.06,56.04,42.22,42.86,46.46,49.47,44.21,69.39,94.00,1500,1500,1500,1500,1100,1100,1100,1300,88.50,5500,95.00,800,55,48.40,1988,3.85
47,0,0,33.01,46.09,55.79,43.62,39.78,37.50,37.63,36.56,50.51,67.33,1300,1300,1300,1300,2400,2400,2400,2650,90.20,5500,98.00,800,55,48.40,1903,3.85
60,0,0,24.75,51.95,56.25,39.33,41.67,39.78,47.06,37.76,62.38,85.86,1500,1500,1500,1500,1200,1200,1200,1400,89.00,6400,97.00,852,55,48.40,1903,3.827
58,0,0,42.07,53.76,58.95,43.01,39.13,41.67,46.94,39.00,72.73,90.00,1400,1400,1400,1400,1900,1900,1900,2100,90.00,6400,96.00,852,55,48.40,1903,3.827
65,0,0,24.77,47.65,56.04,40.66,43.16,42.86,35.11,34.69,53.61,74.00,1700,1700,1700,1700,2450,2450,2450,2750,93.50,5500,99.00,800,55,48.40,2103,3.827
56,1,1,90.79,39.35,47.37,36.84,30.53,28.72,29.17,28.00,44.44,67.35,1200,1200,1200,1200,2450,2450,2450,2850,89.70,5500,93.00,800,55,48.40,2103,3.827
54,0,0,24.78,38.89,45.05,29.35,24.47,28.87,36.27,26.04,50.50,68.00,2000,2000,2000,2000,2200,2200,2200,2400,94.30,5500,99.00,800,55,48.40,2103,3.826
61,0,0,33.00,48.71,61.86,55.91,55.56,53.68,18.75,12.87,56.12,75.25,1800,1800,1800,1800,2450,2450,2450,2850,91.40,6400,95.00,852,55,48.40,2040,3.826
56,0,0,24.78,49.13,60.44,54.90,51.00,53.92,30.69,27.18,50.49,65.71,1500,1500,1500,1500,2400,2400,2400,2750,94.50,5500,99.00,721,55,48.40,2040,3.826
53,1,0,74.27,41.91,54.74,40.00,37.89,38.14,33.33,27.37,44.12,59.00,1400,1400,1400,1400,2450,2450,2450,2850,94.70,5500,98.00,800,55,48.40,2040,3.82
52,0,0,24.77,42.77,56.38,42.27,40.82,43.14,31.96,28.28,43.00,58.33,1400,1400,1400,1400,2450,2450,2450,2850,92.10,5500,99.00,800,55,48.40,2033,3.82
51,1,1,82.51,41.04,47.87,35.79,33.33,36.08,30.61,29.81,41.84,71.84,1800,1800,1800,1800,2450,2450,2450,2850,92.30,5500,92.00,800,55,48.40,2033,3.82
63,0,0,49.52,44.39,48.35,37.11,32.65,35.42,32.97,30.53,50.52,85.86,1200,1200,1200,1200,2400,2400,2400,2650,94.50,5500,96.00,800,55,48.40,2033,3.821
50,0,0,24.79,35.12,46.74,32.63,24.21,26.04,27.66,25.51,41.24,58.59,1150,1150,1150,1150,2450,2450,2450,2850,91.20,5500,99.00,800,55,48.40,2137,3.821
57,0,0,57.75,41.11,45.26,33.33,27.37,26.04,35.05,33.00,50.51,74.00,1800,1800,1800,1800,1300,1300,1300,1500,90.40,5500,99.00,800,55,48.40,2137,3.821
53,0,0,57.76,47.00,54.17,39.78,34.69,31.52,41.49,33.68,58.16,81.82,1250,1250,1250,1250,2200,2200,2200,2550,89.50,6400,95.00,852,55,48.40,2137,3.821
39,0,0,33.05,36.40,52.04,35.11,37.00,36.27,27.55,22.45,33.00,46.00,2000,2000,2000,2000,2450,2450,2450,2850,90.30,6400,99.00,852,55,48.40,1970,3.843
35,0,0,41.26,34.14,52.00,42.11,40.63,37.89,16.00,7.14,36.00,43.56,2000,2000,2000,2000,2450,2450,2450,2850,90.60,6400,99.00,852,55,48.40,1970,3.843
56,0,0,24.76,35.19,42.71,29.90,20.83,23.71,30.30,25.74,45.19,61.22,1800,1800,1800,1800,1500,1500,1500,1700,91.10,6400,99.00,852,55,48.40,1970,3.843
70,0,0,41.25,49.48,56.38,40.22,38.71,36.56,44.76,36.36,53.68,87.88,1200,1200,1200,1200,2000,2000,2000,2750,94.50,5500,96.00,721,55,48.40,2077,3.826
41,0,0,33.00,39.04,53.61,39.80,38.78,42.42,30.69,23.23,35.64,50.00,1500,1500,1500,1500,2450,2450,2450,2750,89.90,5500,92.00,721,55,48.40,2077,3.826
40,0,0,33.02,33.85,45.65,32.29,33.66,28.87,29.70,21.88,31.96,46.94,2000,2000,2000,2000,2450,2450,2450,2850,92.10,6400,99.00,852,55,48.40,2077,3.826
42,0,0,33.02,28.90,40.21,25.00,17.71,19.79,27.88,19.00,32.67,47.96,1100,1100,1100,1100,2450,2450,2450,2650,90.90,6400,99.00,852,55,48.40,2047,3.814
53,0,0,33.01,52.45,55.91,45.05,42.71,39.36,50.96,43.43,55.00,87.63,1300,1300,1300,1300,1200,1200,1200,1400,90.20,5500,97.00,800,55,48.40,2047,3.814
57,0,0,24.78,55.00,56.99,43.16,36.67,41.76,47.96,44.79,69.00,95.05,1500,1500,1500,1500,1400,1400,1400,1600,87.10,5500,92.00,642,55,48.40,2047,3.814
62,0,0,24.77,51.83,51.11,39.36,31.52,35.71,45.74,40.63,71.72,93.94,1800,1800,1800,1800,1300,1300,1300,1500,86.50,5500,92.00,800,55,48.40,1688,3.814
60,0,0,41.26,41.39,49.45,38.78,30.93,32.99,36.27,29.70,48.48,66.67,1400,1400,1400,1400,2000,2000,2000,2200,89.90,6400,99.00,852,55,48.40,1688,3.84
56,0,0,49.48,46.69,60.42,56.38,52.17,54.08,18.75,10.31,52.53,68.75,1500,1500,1500,1500,2450,2450,2450,2650,94.20,5500,96.00,642,55,48.40,1688,3.84
60,0,0,33.01,48.72,61.70,57.14,57.14,54.26,16.16,11.76,58.33,76.47,1800,1800,1800,1800,1900,1900,1900,2100,90.30,5500,97.00,800,55,48.40,2051,3.84
57,0,0,66.00,47.79,61.46,55.67,55.45,52.04,17.89,14.85,50.49,72.28,1700,1700,1700,1700,2450,2450,2450,2850,92.60,5500,98.00,800,55,48.40,2051,3.812
54,0,0,57.76,35.72,44.57,31.91,25.00,25.26,32.32,26.00,40.82,59.79,1600,1600,1600,1600,2450,2450,2450,2850,91.50,6400,99.00,852,55,48.40,2051,3.812
46,0,0,66.00,31.71,40.86,27.96,24.49,24.49,25.77,22.77,35.64,52.48,1150,1150,1150,1150,2450,2450,2450,2850,92.50,6400,99.00,852,55,48.40,2047,3.812
48,0,0,66.01,32.33,42.39,26.88,21.05,23.40,24.73,20.21,37.37,60.61,2000,2000,2000,2000,2450,2450,2450,2650,94.50,5500,99.00,852,55,48.40,2047,3.812
55,0,0,49.52,44.21,45.05,35.42,28.57,30.21,39.39,31.58,55.00,88.00,1400,1400,1400,1400,1300,1300,1300,1500,90.20,6400,97.00,852,55,48.40,2047,3.819
57,0,0,107.27,46.90,46.32,31.52,23.71,26.26,46.60,42.86,64.00,93.88,1300,1300,1300,1300,1800,1800,1800,2000,90.40,6400,88.00,852,55,48.40,1836,3.819
73,0,0,24.80,50.77,55.43,40.86,37.23,38.14,43.00,39.81,60.61,87.25,1700,1700,1700,1700,2450,2450,2450,2850,95.50,5500,99.00,721,55,48.40,1836,3.819
54,0,0,33.01,39.71,51.69,38.71,31.46,30.85,31.58,26.32,44.90,60.42,1600,1600,1600,1600,2450,2450,2450,2850,94.80,6400,99.00,852,55,48.40,1836,3.819
35,0,0,33.04,40.43,56.04,55.10,57.00,52.04,13.27,8.91,38.78,46.08,2000,2000,2000,2000,2450,2450,2450,2850,90.90,6400,99.00,852,55,48.40,2025,3.827
49,0,0,41.24,44.51,59.00,53.06,59.41,51.52,19.19,11.11,45.00,54.00,2000,2000,2000,2000,1100,1100,1100,1300,90.90,6400,99.00,852,55,48.40,2025,3.827
51,0,0,24.80,37.99,47.00,41.41,30.30,31.00,29.79,24.74,41.24,57.43,2000,2000,2000,2000,2450,2450,2450,2750,90.20,6400,98.00,852,55,48.40,2025,3.827
40,0,0,41.26,43.00,47.42,42.16,31.96,27.17,36.63,32.65,28.28,94.12,1500,1500,1500,1500,2450,2450,2450,2450,94.80,5500,92.00,642,55,48.40,1981,3.819
34,0,0,41.27,39.19,40.86,29.90,21.05,36.46,32.63,25.81,28.28,100.00,1800,1800,1800,1800,2450,2450,2450,2550,95.90,5500,86.00,487,55,48.40,1981,3.819
39,1,1,82.63,28.48,39.78,29.29,21.21,22.45,21.65,17.35,27.55,49.48,1300,1300,1300,1300,2450,2450,2450,2850,87.50,6400,93.00,852,55,48.40,1981,3.819
